"obs_index","predicted_cluster","dataset","representation","method"
161,3,"statlog_image_segmentation","sparsified","kmeans"
162,3,"statlog_image_segmentation","sparsified","kmeans"
163,6,"statlog_image_segmentation","sparsified","kmeans"
164,3,"statlog_image_segmentation","sparsified","kmeans"
165,5,"statlog_image_segmentation","sparsified","kmeans"
166,5,"statlog_image_segmentation","sparsified","kmeans"
167,7,"statlog_image_segmentation","sparsified","kmeans"
168,7,"statlog_image_segmentation","sparsified","kmeans"
169,3,"statlog_image_segmentation","sparsified","kmeans"
170,1,"statlog_image_segmentation","sparsified","kmeans"
171,4,"statlog_image_segmentation","sparsified","kmeans"
172,3,"statlog_image_segmentation","sparsified","kmeans"
173,1,"statlog_image_segmentation","sparsified","kmeans"
174,1,"statlog_image_segmentation","sparsified","kmeans"
175,7,"statlog_image_segmentation","sparsified","kmeans"
176,4,"statlog_image_segmentation","sparsified","kmeans"
177,6,"statlog_image_segmentation","sparsified","kmeans"
178,5,"statlog_image_segmentation","sparsified","kmeans"
179,7,"statlog_image_segmentation","sparsified","kmeans"
180,1,"statlog_image_segmentation","sparsified","kmeans"
181,4,"statlog_image_segmentation","sparsified","kmeans"
182,7,"statlog_image_segmentation","sparsified","kmeans"
183,4,"statlog_image_segmentation","sparsified","kmeans"
184,4,"statlog_image_segmentation","sparsified","kmeans"
185,5,"statlog_image_segmentation","sparsified","kmeans"
186,5,"statlog_image_segmentation","sparsified","kmeans"
187,4,"statlog_image_segmentation","sparsified","kmeans"
188,7,"statlog_image_segmentation","sparsified","kmeans"
189,4,"statlog_image_segmentation","sparsified","kmeans"
190,4,"statlog_image_segmentation","sparsified","kmeans"
191,7,"statlog_image_segmentation","sparsified","kmeans"
192,6,"statlog_image_segmentation","sparsified","kmeans"
193,6,"statlog_image_segmentation","sparsified","kmeans"
194,7,"statlog_image_segmentation","sparsified","kmeans"
195,7,"statlog_image_segmentation","sparsified","kmeans"
196,5,"statlog_image_segmentation","sparsified","kmeans"
197,7,"statlog_image_segmentation","sparsified","kmeans"
198,6,"statlog_image_segmentation","sparsified","kmeans"
199,7,"statlog_image_segmentation","sparsified","kmeans"
200,4,"statlog_image_segmentation","sparsified","kmeans"
201,4,"statlog_image_segmentation","sparsified","kmeans"
202,7,"statlog_image_segmentation","sparsified","kmeans"
203,1,"statlog_image_segmentation","sparsified","kmeans"
204,1,"statlog_image_segmentation","sparsified","kmeans"
205,6,"statlog_image_segmentation","sparsified","kmeans"
206,4,"statlog_image_segmentation","sparsified","kmeans"
207,5,"statlog_image_segmentation","sparsified","kmeans"
208,6,"statlog_image_segmentation","sparsified","kmeans"
209,4,"statlog_image_segmentation","sparsified","kmeans"
210,1,"statlog_image_segmentation","sparsified","kmeans"
211,4,"statlog_image_segmentation","sparsified","kmeans"
212,7,"statlog_image_segmentation","sparsified","kmeans"
213,6,"statlog_image_segmentation","sparsified","kmeans"
214,5,"statlog_image_segmentation","sparsified","kmeans"
215,7,"statlog_image_segmentation","sparsified","kmeans"
216,7,"statlog_image_segmentation","sparsified","kmeans"
217,7,"statlog_image_segmentation","sparsified","kmeans"
218,7,"statlog_image_segmentation","sparsified","kmeans"
219,4,"statlog_image_segmentation","sparsified","kmeans"
220,1,"statlog_image_segmentation","sparsified","kmeans"
221,7,"statlog_image_segmentation","sparsified","kmeans"
222,4,"statlog_image_segmentation","sparsified","kmeans"
223,1,"statlog_image_segmentation","sparsified","kmeans"
224,1,"statlog_image_segmentation","sparsified","kmeans"
225,5,"statlog_image_segmentation","sparsified","kmeans"
226,1,"statlog_image_segmentation","sparsified","kmeans"
227,1,"statlog_image_segmentation","sparsified","kmeans"
228,4,"statlog_image_segmentation","sparsified","kmeans"
229,4,"statlog_image_segmentation","sparsified","kmeans"
230,5,"statlog_image_segmentation","sparsified","kmeans"
231,1,"statlog_image_segmentation","sparsified","kmeans"
232,1,"statlog_image_segmentation","sparsified","kmeans"
233,7,"statlog_image_segmentation","sparsified","kmeans"
234,7,"statlog_image_segmentation","sparsified","kmeans"
235,3,"statlog_image_segmentation","sparsified","kmeans"
236,7,"statlog_image_segmentation","sparsified","kmeans"
237,6,"statlog_image_segmentation","sparsified","kmeans"
238,7,"statlog_image_segmentation","sparsified","kmeans"
239,7,"statlog_image_segmentation","sparsified","kmeans"
240,4,"statlog_image_segmentation","sparsified","kmeans"
241,6,"statlog_image_segmentation","sparsified","kmeans"
242,4,"statlog_image_segmentation","sparsified","kmeans"
243,5,"statlog_image_segmentation","sparsified","kmeans"
244,1,"statlog_image_segmentation","sparsified","kmeans"
245,7,"statlog_image_segmentation","sparsified","kmeans"
246,4,"statlog_image_segmentation","sparsified","kmeans"
247,7,"statlog_image_segmentation","sparsified","kmeans"
248,1,"statlog_image_segmentation","sparsified","kmeans"
249,3,"statlog_image_segmentation","sparsified","kmeans"
250,3,"statlog_image_segmentation","sparsified","kmeans"
251,1,"statlog_image_segmentation","sparsified","kmeans"
252,6,"statlog_image_segmentation","sparsified","kmeans"
253,3,"statlog_image_segmentation","sparsified","kmeans"
254,1,"statlog_image_segmentation","sparsified","kmeans"
255,6,"statlog_image_segmentation","sparsified","kmeans"
256,1,"statlog_image_segmentation","sparsified","kmeans"
257,5,"statlog_image_segmentation","sparsified","kmeans"
258,4,"statlog_image_segmentation","sparsified","kmeans"
259,7,"statlog_image_segmentation","sparsified","kmeans"
260,1,"statlog_image_segmentation","sparsified","kmeans"
261,5,"statlog_image_segmentation","sparsified","kmeans"
262,7,"statlog_image_segmentation","sparsified","kmeans"
263,7,"statlog_image_segmentation","sparsified","kmeans"
264,3,"statlog_image_segmentation","sparsified","kmeans"
265,3,"statlog_image_segmentation","sparsified","kmeans"
266,7,"statlog_image_segmentation","sparsified","kmeans"
267,1,"statlog_image_segmentation","sparsified","kmeans"
268,4,"statlog_image_segmentation","sparsified","kmeans"
269,1,"statlog_image_segmentation","sparsified","kmeans"
270,3,"statlog_image_segmentation","sparsified","kmeans"
271,4,"statlog_image_segmentation","sparsified","kmeans"
272,5,"statlog_image_segmentation","sparsified","kmeans"
273,1,"statlog_image_segmentation","sparsified","kmeans"
274,3,"statlog_image_segmentation","sparsified","kmeans"
275,3,"statlog_image_segmentation","sparsified","kmeans"
276,4,"statlog_image_segmentation","sparsified","kmeans"
277,5,"statlog_image_segmentation","sparsified","kmeans"
278,4,"statlog_image_segmentation","sparsified","kmeans"
279,4,"statlog_image_segmentation","sparsified","kmeans"
280,3,"statlog_image_segmentation","sparsified","kmeans"
281,7,"statlog_image_segmentation","sparsified","kmeans"
282,7,"statlog_image_segmentation","sparsified","kmeans"
283,6,"statlog_image_segmentation","sparsified","kmeans"
284,7,"statlog_image_segmentation","sparsified","kmeans"
285,5,"statlog_image_segmentation","sparsified","kmeans"
286,4,"statlog_image_segmentation","sparsified","kmeans"
287,6,"statlog_image_segmentation","sparsified","kmeans"
288,1,"statlog_image_segmentation","sparsified","kmeans"
289,5,"statlog_image_segmentation","sparsified","kmeans"
290,4,"statlog_image_segmentation","sparsified","kmeans"
291,4,"statlog_image_segmentation","sparsified","kmeans"
292,5,"statlog_image_segmentation","sparsified","kmeans"
293,5,"statlog_image_segmentation","sparsified","kmeans"
294,4,"statlog_image_segmentation","sparsified","kmeans"
295,4,"statlog_image_segmentation","sparsified","kmeans"
296,6,"statlog_image_segmentation","sparsified","kmeans"
297,4,"statlog_image_segmentation","sparsified","kmeans"
298,6,"statlog_image_segmentation","sparsified","kmeans"
299,6,"statlog_image_segmentation","sparsified","kmeans"
300,3,"statlog_image_segmentation","sparsified","kmeans"
301,3,"statlog_image_segmentation","sparsified","kmeans"
302,1,"statlog_image_segmentation","sparsified","kmeans"
303,7,"statlog_image_segmentation","sparsified","kmeans"
304,6,"statlog_image_segmentation","sparsified","kmeans"
305,6,"statlog_image_segmentation","sparsified","kmeans"
306,5,"statlog_image_segmentation","sparsified","kmeans"
307,7,"statlog_image_segmentation","sparsified","kmeans"
308,5,"statlog_image_segmentation","sparsified","kmeans"
309,7,"statlog_image_segmentation","sparsified","kmeans"
310,3,"statlog_image_segmentation","sparsified","kmeans"
311,4,"statlog_image_segmentation","sparsified","kmeans"
312,3,"statlog_image_segmentation","sparsified","kmeans"
313,6,"statlog_image_segmentation","sparsified","kmeans"
314,4,"statlog_image_segmentation","sparsified","kmeans"
315,3,"statlog_image_segmentation","sparsified","kmeans"
316,6,"statlog_image_segmentation","sparsified","kmeans"
317,3,"statlog_image_segmentation","sparsified","kmeans"
318,6,"statlog_image_segmentation","sparsified","kmeans"
319,6,"statlog_image_segmentation","sparsified","kmeans"
320,4,"statlog_image_segmentation","sparsified","kmeans"
321,7,"statlog_image_segmentation","sparsified","kmeans"
322,4,"statlog_image_segmentation","sparsified","kmeans"
323,6,"statlog_image_segmentation","sparsified","kmeans"
324,6,"statlog_image_segmentation","sparsified","kmeans"
325,5,"statlog_image_segmentation","sparsified","kmeans"
326,4,"statlog_image_segmentation","sparsified","kmeans"
327,7,"statlog_image_segmentation","sparsified","kmeans"
328,1,"statlog_image_segmentation","sparsified","kmeans"
329,7,"statlog_image_segmentation","sparsified","kmeans"
330,4,"statlog_image_segmentation","sparsified","kmeans"
331,6,"statlog_image_segmentation","sparsified","kmeans"
332,7,"statlog_image_segmentation","sparsified","kmeans"
333,1,"statlog_image_segmentation","sparsified","kmeans"
334,6,"statlog_image_segmentation","sparsified","kmeans"
335,1,"statlog_image_segmentation","sparsified","kmeans"
336,6,"statlog_image_segmentation","sparsified","kmeans"
337,4,"statlog_image_segmentation","sparsified","kmeans"
338,7,"statlog_image_segmentation","sparsified","kmeans"
339,7,"statlog_image_segmentation","sparsified","kmeans"
340,1,"statlog_image_segmentation","sparsified","kmeans"
341,7,"statlog_image_segmentation","sparsified","kmeans"
342,5,"statlog_image_segmentation","sparsified","kmeans"
343,1,"statlog_image_segmentation","sparsified","kmeans"
344,6,"statlog_image_segmentation","sparsified","kmeans"
345,6,"statlog_image_segmentation","sparsified","kmeans"
346,1,"statlog_image_segmentation","sparsified","kmeans"
347,1,"statlog_image_segmentation","sparsified","kmeans"
348,1,"statlog_image_segmentation","sparsified","kmeans"
349,6,"statlog_image_segmentation","sparsified","kmeans"
350,5,"statlog_image_segmentation","sparsified","kmeans"
351,3,"statlog_image_segmentation","sparsified","kmeans"
352,1,"statlog_image_segmentation","sparsified","kmeans"
353,3,"statlog_image_segmentation","sparsified","kmeans"
354,7,"statlog_image_segmentation","sparsified","kmeans"
355,5,"statlog_image_segmentation","sparsified","kmeans"
356,3,"statlog_image_segmentation","sparsified","kmeans"
357,6,"statlog_image_segmentation","sparsified","kmeans"
358,3,"statlog_image_segmentation","sparsified","kmeans"
359,1,"statlog_image_segmentation","sparsified","kmeans"
360,3,"statlog_image_segmentation","sparsified","kmeans"
361,5,"statlog_image_segmentation","sparsified","kmeans"
362,5,"statlog_image_segmentation","sparsified","kmeans"
363,4,"statlog_image_segmentation","sparsified","kmeans"
364,5,"statlog_image_segmentation","sparsified","kmeans"
365,6,"statlog_image_segmentation","sparsified","kmeans"
366,4,"statlog_image_segmentation","sparsified","kmeans"
367,5,"statlog_image_segmentation","sparsified","kmeans"
368,7,"statlog_image_segmentation","sparsified","kmeans"
369,7,"statlog_image_segmentation","sparsified","kmeans"
370,7,"statlog_image_segmentation","sparsified","kmeans"
371,5,"statlog_image_segmentation","sparsified","kmeans"
372,7,"statlog_image_segmentation","sparsified","kmeans"
373,4,"statlog_image_segmentation","sparsified","kmeans"
374,5,"statlog_image_segmentation","sparsified","kmeans"
375,4,"statlog_image_segmentation","sparsified","kmeans"
376,3,"statlog_image_segmentation","sparsified","kmeans"
377,5,"statlog_image_segmentation","sparsified","kmeans"
378,7,"statlog_image_segmentation","sparsified","kmeans"
379,3,"statlog_image_segmentation","sparsified","kmeans"
380,6,"statlog_image_segmentation","sparsified","kmeans"
381,3,"statlog_image_segmentation","sparsified","kmeans"
382,6,"statlog_image_segmentation","sparsified","kmeans"
383,1,"statlog_image_segmentation","sparsified","kmeans"
384,7,"statlog_image_segmentation","sparsified","kmeans"
385,5,"statlog_image_segmentation","sparsified","kmeans"
386,4,"statlog_image_segmentation","sparsified","kmeans"
387,4,"statlog_image_segmentation","sparsified","kmeans"
388,3,"statlog_image_segmentation","sparsified","kmeans"
389,4,"statlog_image_segmentation","sparsified","kmeans"
390,4,"statlog_image_segmentation","sparsified","kmeans"
391,5,"statlog_image_segmentation","sparsified","kmeans"
392,5,"statlog_image_segmentation","sparsified","kmeans"
393,7,"statlog_image_segmentation","sparsified","kmeans"
394,7,"statlog_image_segmentation","sparsified","kmeans"
395,3,"statlog_image_segmentation","sparsified","kmeans"
396,4,"statlog_image_segmentation","sparsified","kmeans"
397,4,"statlog_image_segmentation","sparsified","kmeans"
398,5,"statlog_image_segmentation","sparsified","kmeans"
399,1,"statlog_image_segmentation","sparsified","kmeans"
400,4,"statlog_image_segmentation","sparsified","kmeans"
401,1,"statlog_image_segmentation","sparsified","kmeans"
402,6,"statlog_image_segmentation","sparsified","kmeans"
403,3,"statlog_image_segmentation","sparsified","kmeans"
404,5,"statlog_image_segmentation","sparsified","kmeans"
405,5,"statlog_image_segmentation","sparsified","kmeans"
406,1,"statlog_image_segmentation","sparsified","kmeans"
407,3,"statlog_image_segmentation","sparsified","kmeans"
408,4,"statlog_image_segmentation","sparsified","kmeans"
409,6,"statlog_image_segmentation","sparsified","kmeans"
410,7,"statlog_image_segmentation","sparsified","kmeans"
411,7,"statlog_image_segmentation","sparsified","kmeans"
412,2,"statlog_image_segmentation","sparsified","kmeans"
413,7,"statlog_image_segmentation","sparsified","kmeans"
414,7,"statlog_image_segmentation","sparsified","kmeans"
415,7,"statlog_image_segmentation","sparsified","kmeans"
416,5,"statlog_image_segmentation","sparsified","kmeans"
417,5,"statlog_image_segmentation","sparsified","kmeans"
418,7,"statlog_image_segmentation","sparsified","kmeans"
419,4,"statlog_image_segmentation","sparsified","kmeans"
420,3,"statlog_image_segmentation","sparsified","kmeans"
421,4,"statlog_image_segmentation","sparsified","kmeans"
422,3,"statlog_image_segmentation","sparsified","kmeans"
423,1,"statlog_image_segmentation","sparsified","kmeans"
424,3,"statlog_image_segmentation","sparsified","kmeans"
425,6,"statlog_image_segmentation","sparsified","kmeans"
426,6,"statlog_image_segmentation","sparsified","kmeans"
427,6,"statlog_image_segmentation","sparsified","kmeans"
428,1,"statlog_image_segmentation","sparsified","kmeans"
429,3,"statlog_image_segmentation","sparsified","kmeans"
430,1,"statlog_image_segmentation","sparsified","kmeans"
431,6,"statlog_image_segmentation","sparsified","kmeans"
432,7,"statlog_image_segmentation","sparsified","kmeans"
433,5,"statlog_image_segmentation","sparsified","kmeans"
434,7,"statlog_image_segmentation","sparsified","kmeans"
435,4,"statlog_image_segmentation","sparsified","kmeans"
436,6,"statlog_image_segmentation","sparsified","kmeans"
437,7,"statlog_image_segmentation","sparsified","kmeans"
438,3,"statlog_image_segmentation","sparsified","kmeans"
439,6,"statlog_image_segmentation","sparsified","kmeans"
440,6,"statlog_image_segmentation","sparsified","kmeans"
441,1,"statlog_image_segmentation","sparsified","kmeans"
442,3,"statlog_image_segmentation","sparsified","kmeans"
443,3,"statlog_image_segmentation","sparsified","kmeans"
444,5,"statlog_image_segmentation","sparsified","kmeans"
445,3,"statlog_image_segmentation","sparsified","kmeans"
446,1,"statlog_image_segmentation","sparsified","kmeans"
447,4,"statlog_image_segmentation","sparsified","kmeans"
448,3,"statlog_image_segmentation","sparsified","kmeans"
449,3,"statlog_image_segmentation","sparsified","kmeans"
450,3,"statlog_image_segmentation","sparsified","kmeans"
451,1,"statlog_image_segmentation","sparsified","kmeans"
452,4,"statlog_image_segmentation","sparsified","kmeans"
453,5,"statlog_image_segmentation","sparsified","kmeans"
454,4,"statlog_image_segmentation","sparsified","kmeans"
455,3,"statlog_image_segmentation","sparsified","kmeans"
456,4,"statlog_image_segmentation","sparsified","kmeans"
457,7,"statlog_image_segmentation","sparsified","kmeans"
458,7,"statlog_image_segmentation","sparsified","kmeans"
459,3,"statlog_image_segmentation","sparsified","kmeans"
460,6,"statlog_image_segmentation","sparsified","kmeans"
461,1,"statlog_image_segmentation","sparsified","kmeans"
462,1,"statlog_image_segmentation","sparsified","kmeans"
463,5,"statlog_image_segmentation","sparsified","kmeans"
464,1,"statlog_image_segmentation","sparsified","kmeans"
465,7,"statlog_image_segmentation","sparsified","kmeans"
466,4,"statlog_image_segmentation","sparsified","kmeans"
467,2,"statlog_image_segmentation","sparsified","kmeans"
468,4,"statlog_image_segmentation","sparsified","kmeans"
469,4,"statlog_image_segmentation","sparsified","kmeans"
470,3,"statlog_image_segmentation","sparsified","kmeans"
471,5,"statlog_image_segmentation","sparsified","kmeans"
472,3,"statlog_image_segmentation","sparsified","kmeans"
473,7,"statlog_image_segmentation","sparsified","kmeans"
474,5,"statlog_image_segmentation","sparsified","kmeans"
475,7,"statlog_image_segmentation","sparsified","kmeans"
476,1,"statlog_image_segmentation","sparsified","kmeans"
477,4,"statlog_image_segmentation","sparsified","kmeans"
478,3,"statlog_image_segmentation","sparsified","kmeans"
479,4,"statlog_image_segmentation","sparsified","kmeans"
480,1,"statlog_image_segmentation","sparsified","kmeans"
481,4,"statlog_image_segmentation","sparsified","kmeans"
482,7,"statlog_image_segmentation","sparsified","kmeans"
483,5,"statlog_image_segmentation","sparsified","kmeans"
484,4,"statlog_image_segmentation","sparsified","kmeans"
485,5,"statlog_image_segmentation","sparsified","kmeans"
486,6,"statlog_image_segmentation","sparsified","kmeans"
487,7,"statlog_image_segmentation","sparsified","kmeans"
488,4,"statlog_image_segmentation","sparsified","kmeans"
489,6,"statlog_image_segmentation","sparsified","kmeans"
490,5,"statlog_image_segmentation","sparsified","kmeans"
491,7,"statlog_image_segmentation","sparsified","kmeans"
492,6,"statlog_image_segmentation","sparsified","kmeans"
493,4,"statlog_image_segmentation","sparsified","kmeans"
494,7,"statlog_image_segmentation","sparsified","kmeans"
495,4,"statlog_image_segmentation","sparsified","kmeans"
496,4,"statlog_image_segmentation","sparsified","kmeans"
497,5,"statlog_image_segmentation","sparsified","kmeans"
498,1,"statlog_image_segmentation","sparsified","kmeans"
499,7,"statlog_image_segmentation","sparsified","kmeans"
500,7,"statlog_image_segmentation","sparsified","kmeans"
501,5,"statlog_image_segmentation","sparsified","kmeans"
502,1,"statlog_image_segmentation","sparsified","kmeans"
503,6,"statlog_image_segmentation","sparsified","kmeans"
504,6,"statlog_image_segmentation","sparsified","kmeans"
505,7,"statlog_image_segmentation","sparsified","kmeans"
506,7,"statlog_image_segmentation","sparsified","kmeans"
507,5,"statlog_image_segmentation","sparsified","kmeans"
508,5,"statlog_image_segmentation","sparsified","kmeans"
509,4,"statlog_image_segmentation","sparsified","kmeans"
510,5,"statlog_image_segmentation","sparsified","kmeans"
511,1,"statlog_image_segmentation","sparsified","kmeans"
512,7,"statlog_image_segmentation","sparsified","kmeans"
513,7,"statlog_image_segmentation","sparsified","kmeans"
514,7,"statlog_image_segmentation","sparsified","kmeans"
515,5,"statlog_image_segmentation","sparsified","kmeans"
516,6,"statlog_image_segmentation","sparsified","kmeans"
517,7,"statlog_image_segmentation","sparsified","kmeans"
518,1,"statlog_image_segmentation","sparsified","kmeans"
519,1,"statlog_image_segmentation","sparsified","kmeans"
520,7,"statlog_image_segmentation","sparsified","kmeans"
521,7,"statlog_image_segmentation","sparsified","kmeans"
522,4,"statlog_image_segmentation","sparsified","kmeans"
523,5,"statlog_image_segmentation","sparsified","kmeans"
524,7,"statlog_image_segmentation","sparsified","kmeans"
525,1,"statlog_image_segmentation","sparsified","kmeans"
526,1,"statlog_image_segmentation","sparsified","kmeans"
527,6,"statlog_image_segmentation","sparsified","kmeans"
528,5,"statlog_image_segmentation","sparsified","kmeans"
529,5,"statlog_image_segmentation","sparsified","kmeans"
530,4,"statlog_image_segmentation","sparsified","kmeans"
531,3,"statlog_image_segmentation","sparsified","kmeans"
532,7,"statlog_image_segmentation","sparsified","kmeans"
533,1,"statlog_image_segmentation","sparsified","kmeans"
534,6,"statlog_image_segmentation","sparsified","kmeans"
535,3,"statlog_image_segmentation","sparsified","kmeans"
536,4,"statlog_image_segmentation","sparsified","kmeans"
537,7,"statlog_image_segmentation","sparsified","kmeans"
538,6,"statlog_image_segmentation","sparsified","kmeans"
539,1,"statlog_image_segmentation","sparsified","kmeans"
540,1,"statlog_image_segmentation","sparsified","kmeans"
541,7,"statlog_image_segmentation","sparsified","kmeans"
542,7,"statlog_image_segmentation","sparsified","kmeans"
543,6,"statlog_image_segmentation","sparsified","kmeans"
544,4,"statlog_image_segmentation","sparsified","kmeans"
545,7,"statlog_image_segmentation","sparsified","kmeans"
546,3,"statlog_image_segmentation","sparsified","kmeans"
547,4,"statlog_image_segmentation","sparsified","kmeans"
548,2,"statlog_image_segmentation","sparsified","kmeans"
549,6,"statlog_image_segmentation","sparsified","kmeans"
550,5,"statlog_image_segmentation","sparsified","kmeans"
551,1,"statlog_image_segmentation","sparsified","kmeans"
552,7,"statlog_image_segmentation","sparsified","kmeans"
553,4,"statlog_image_segmentation","sparsified","kmeans"
554,4,"statlog_image_segmentation","sparsified","kmeans"
555,7,"statlog_image_segmentation","sparsified","kmeans"
556,6,"statlog_image_segmentation","sparsified","kmeans"
557,3,"statlog_image_segmentation","sparsified","kmeans"
558,7,"statlog_image_segmentation","sparsified","kmeans"
559,3,"statlog_image_segmentation","sparsified","kmeans"
560,5,"statlog_image_segmentation","sparsified","kmeans"
561,7,"statlog_image_segmentation","sparsified","kmeans"
562,3,"statlog_image_segmentation","sparsified","kmeans"
563,3,"statlog_image_segmentation","sparsified","kmeans"
564,3,"statlog_image_segmentation","sparsified","kmeans"
565,7,"statlog_image_segmentation","sparsified","kmeans"
566,4,"statlog_image_segmentation","sparsified","kmeans"
567,3,"statlog_image_segmentation","sparsified","kmeans"
568,4,"statlog_image_segmentation","sparsified","kmeans"
569,7,"statlog_image_segmentation","sparsified","kmeans"
570,5,"statlog_image_segmentation","sparsified","kmeans"
571,5,"statlog_image_segmentation","sparsified","kmeans"
572,1,"statlog_image_segmentation","sparsified","kmeans"
573,7,"statlog_image_segmentation","sparsified","kmeans"
574,1,"statlog_image_segmentation","sparsified","kmeans"
575,3,"statlog_image_segmentation","sparsified","kmeans"
576,4,"statlog_image_segmentation","sparsified","kmeans"
577,3,"statlog_image_segmentation","sparsified","kmeans"
578,1,"statlog_image_segmentation","sparsified","kmeans"
579,6,"statlog_image_segmentation","sparsified","kmeans"
580,7,"statlog_image_segmentation","sparsified","kmeans"
581,7,"statlog_image_segmentation","sparsified","kmeans"
582,3,"statlog_image_segmentation","sparsified","kmeans"
583,7,"statlog_image_segmentation","sparsified","kmeans"
584,7,"statlog_image_segmentation","sparsified","kmeans"
585,4,"statlog_image_segmentation","sparsified","kmeans"
586,5,"statlog_image_segmentation","sparsified","kmeans"
587,4,"statlog_image_segmentation","sparsified","kmeans"
588,5,"statlog_image_segmentation","sparsified","kmeans"
589,4,"statlog_image_segmentation","sparsified","kmeans"
590,4,"statlog_image_segmentation","sparsified","kmeans"
591,1,"statlog_image_segmentation","sparsified","kmeans"
592,1,"statlog_image_segmentation","sparsified","kmeans"
593,7,"statlog_image_segmentation","sparsified","kmeans"
594,7,"statlog_image_segmentation","sparsified","kmeans"
595,5,"statlog_image_segmentation","sparsified","kmeans"
596,4,"statlog_image_segmentation","sparsified","kmeans"
597,6,"statlog_image_segmentation","sparsified","kmeans"
598,7,"statlog_image_segmentation","sparsified","kmeans"
599,3,"statlog_image_segmentation","sparsified","kmeans"
600,7,"statlog_image_segmentation","sparsified","kmeans"
601,1,"statlog_image_segmentation","sparsified","kmeans"
602,6,"statlog_image_segmentation","sparsified","kmeans"
603,6,"statlog_image_segmentation","sparsified","kmeans"
604,4,"statlog_image_segmentation","sparsified","kmeans"
605,4,"statlog_image_segmentation","sparsified","kmeans"
606,4,"statlog_image_segmentation","sparsified","kmeans"
607,6,"statlog_image_segmentation","sparsified","kmeans"
608,4,"statlog_image_segmentation","sparsified","kmeans"
609,3,"statlog_image_segmentation","sparsified","kmeans"
610,5,"statlog_image_segmentation","sparsified","kmeans"
611,7,"statlog_image_segmentation","sparsified","kmeans"
612,1,"statlog_image_segmentation","sparsified","kmeans"
613,7,"statlog_image_segmentation","sparsified","kmeans"
614,4,"statlog_image_segmentation","sparsified","kmeans"
615,3,"statlog_image_segmentation","sparsified","kmeans"
616,7,"statlog_image_segmentation","sparsified","kmeans"
617,1,"statlog_image_segmentation","sparsified","kmeans"
618,7,"statlog_image_segmentation","sparsified","kmeans"
619,4,"statlog_image_segmentation","sparsified","kmeans"
620,1,"statlog_image_segmentation","sparsified","kmeans"
621,5,"statlog_image_segmentation","sparsified","kmeans"
622,1,"statlog_image_segmentation","sparsified","kmeans"
623,4,"statlog_image_segmentation","sparsified","kmeans"
624,3,"statlog_image_segmentation","sparsified","kmeans"
625,7,"statlog_image_segmentation","sparsified","kmeans"
626,7,"statlog_image_segmentation","sparsified","kmeans"
627,3,"statlog_image_segmentation","sparsified","kmeans"
628,5,"statlog_image_segmentation","sparsified","kmeans"
629,7,"statlog_image_segmentation","sparsified","kmeans"
630,7,"statlog_image_segmentation","sparsified","kmeans"
631,6,"statlog_image_segmentation","sparsified","kmeans"
632,7,"statlog_image_segmentation","sparsified","kmeans"
633,1,"statlog_image_segmentation","sparsified","kmeans"
634,4,"statlog_image_segmentation","sparsified","kmeans"
635,6,"statlog_image_segmentation","sparsified","kmeans"
636,6,"statlog_image_segmentation","sparsified","kmeans"
637,7,"statlog_image_segmentation","sparsified","kmeans"
638,4,"statlog_image_segmentation","sparsified","kmeans"
639,5,"statlog_image_segmentation","sparsified","kmeans"
640,5,"statlog_image_segmentation","sparsified","kmeans"
641,2,"statlog_image_segmentation","sparsified","kmeans"
642,5,"statlog_image_segmentation","sparsified","kmeans"
643,4,"statlog_image_segmentation","sparsified","kmeans"
644,7,"statlog_image_segmentation","sparsified","kmeans"
645,5,"statlog_image_segmentation","sparsified","kmeans"
646,7,"statlog_image_segmentation","sparsified","kmeans"
647,4,"statlog_image_segmentation","sparsified","kmeans"
648,1,"statlog_image_segmentation","sparsified","kmeans"
649,6,"statlog_image_segmentation","sparsified","kmeans"
650,5,"statlog_image_segmentation","sparsified","kmeans"
651,7,"statlog_image_segmentation","sparsified","kmeans"
652,5,"statlog_image_segmentation","sparsified","kmeans"
653,4,"statlog_image_segmentation","sparsified","kmeans"
654,4,"statlog_image_segmentation","sparsified","kmeans"
655,3,"statlog_image_segmentation","sparsified","kmeans"
656,5,"statlog_image_segmentation","sparsified","kmeans"
657,6,"statlog_image_segmentation","sparsified","kmeans"
658,7,"statlog_image_segmentation","sparsified","kmeans"
659,4,"statlog_image_segmentation","sparsified","kmeans"
660,4,"statlog_image_segmentation","sparsified","kmeans"
661,6,"statlog_image_segmentation","sparsified","kmeans"
662,4,"statlog_image_segmentation","sparsified","kmeans"
663,3,"statlog_image_segmentation","sparsified","kmeans"
664,7,"statlog_image_segmentation","sparsified","kmeans"
665,7,"statlog_image_segmentation","sparsified","kmeans"
666,4,"statlog_image_segmentation","sparsified","kmeans"
667,6,"statlog_image_segmentation","sparsified","kmeans"
668,5,"statlog_image_segmentation","sparsified","kmeans"
669,6,"statlog_image_segmentation","sparsified","kmeans"
670,7,"statlog_image_segmentation","sparsified","kmeans"
671,7,"statlog_image_segmentation","sparsified","kmeans"
672,6,"statlog_image_segmentation","sparsified","kmeans"
673,1,"statlog_image_segmentation","sparsified","kmeans"
674,4,"statlog_image_segmentation","sparsified","kmeans"
675,4,"statlog_image_segmentation","sparsified","kmeans"
676,1,"statlog_image_segmentation","sparsified","kmeans"
677,4,"statlog_image_segmentation","sparsified","kmeans"
